"first_name","last_name","hire_date"
"Kiyokazu","Melichar","4/19/86"
"Khoa","Swist","8/30/86"
"Tomofumi","Cusworth","6/17/86"
"Harngdar","Ferretti","8/22/86"
"Avishai","Takanami","7/20/86"
"Zhanqiu","Danecki","5/19/86"
"Doohun","Sidje","6/6/86"
"Qingxiang","Perfilyeva","10/28/86"
"Dinkar","Huttel","6/18/86"
"Gopalakrishnan","Polajnar","10/19/86"
"Khaled","Vadhan","6/16/86"
"IEEE","Mandell","9/13/86"
"Kayoko","Nishimukai","10/5/86"
"Lubomir","Restivo","2/14/86"
"Tsutomu","Jonsson","8/11/86"
"Leon","DasSarma","10/21/86"
"Bernardo","Kornyak","4/17/86"
"Wayne","Bernardinello","3/17/86"
"Sreekrishna","Kalsbeek","12/3/86"
"Giap","Schueller","8/11/86"
"Shiv","Unni","3/20/86"
"Tadahiro","Fordan","4/13/86"
"Visit","Nyanchama","7/10/86"
"Godehard","Rosenbaum","1/17/86"
"Ymte","Lammel","8/6/86"
"Douadi","Cairo","1/12/86"
"Gregory","Sluis","7/4/86"
"Leaf","Stranks","2/27/86"
"Jaana","Besselaar","9/26/86"
"Moriyoshi","Bael","3/22/86"
"Leen","DiGiano","8/20/86"
"Lech","Stiles","6/1/86"
"Bodh","Kilgore","1/26/86"
"Udi","Pileggi","4/7/86"
"Tesuya","Ambroszkiewicz","8/5/86"
"Junichi","Piazza","4/3/86"
"Chenye","Setia","10/8/86"
"Zhonghua","Winter","8/13/86"
"Luise","Szemeredi","1/9/86"
"Mitchel","Yetto","9/14/86"
"Manohar","Pettit","4/19/86"
"Olivera","Emmerich","10/26/86"
"Herbert","Billawala","5/11/86"
"Gurbir","Deyuan","12/27/86"
"Sigeru","Bolotov","7/23/86"
"Rosalyn","Kalorkoti","4/20/86"
"Yuping","Spinelli","12/5/86"
"Keiichiro","Rettelbach","1/9/86"
"Uriel","Marakhovsky","12/10/86"
"Mohammad","Aingworth","2/18/86"
"Alper","Rodham","9/28/86"
"Saeed","Bresenham","5/15/86"
"Elrique","Strooper","6/9/86"
"Anneke","Wissmann","7/21/86"
"Trygve","Gewali","10/19/86"
"Kristian","Pietrzykowski","7/12/86"
"Fusako","Seiwald","4/20/86"
"Shigenori","Gill","4/29/86"
"Heon","Baranowski","12/12/86"
"Sadun","Peltason","5/1/86"
"Zhensheng","Zizka","5/15/86"
"Doowon","Garigliano","1/18/86"
"Feixiong","Pietrzykowski","10/6/86"
"Haldun","Grandbois","9/19/86"
"JoAnne","Melichar","2/25/86"
"Weiye","Baezner","12/19/86"
"Navid","Klyachko","5/21/86"
"Domenico","Zobel","5/27/86"
"Hausi","Syrzycki","12/15/86"
"Atreye","Hedayat","12/24/86"
"Vasilii","Munoz","8/30/86"
"Marc","Binding","1/26/86"
"Peer","Papastamatiou","5/13/86"
"Hyuncheol","Isaak","7/25/86"
"Limsoon","Zhiwei","1/13/86"
"Junsik","Undy","1/13/86"
"Suzette","Gerteisen","3/9/86"
"Kazuhira","Erol","12/3/86"
"Erzsebet","Simmen","6/22/86"
"Subhankar","Irland","10/30/86"
"DeForest","Gerteisen","4/16/86"
"Marsal","Kawashimo","4/23/86"
"Billur","Rande","3/22/86"
"Uwe","Honiden","1/22/86"
"Akemi","Picco","8/23/86"
"Chrisa","Bouloucos","8/31/86"
"Ziyad","Gecsei","3/9/86"
"Angus","Gubsky","2/24/86"
"Zvonko","Baalen","12/31/86"
"Hidde","Birke","3/2/86"
"Toshiki","Plump","3/17/86"
"Licheng","Kolvik","2/21/86"
"Mohamadou","Nanard","12/1/86"
"Zeydy","Cummings","4/14/86"
"Shir","Valiente","12/6/86"
"Eldridge","Brlek","12/2/86"
"Leen","Heping","4/25/86"
"Luerbio","Garigliano","11/7/86"
"Isaac","Legleitner","3/4/86"
"Serif","Busillo","9/14/86"
"Jungsoon","Garrabrants","7/22/86"
"Nevio","Ritcey","12/4/86"
"Oksana","Constantine","8/8/86"
"Christfried","Conta","5/14/86"
"Huican","Nyrup","5/31/86"
"Uzi","Schaaf","8/6/86"
"Piyush","Rusterholz","5/27/86"
"Sverrir","Egerstedt","8/27/86"
"Cristinel","Zielinski","3/15/86"
"Idoia","Ramsey","1/19/86"
"Kazuhiro","Brender","7/27/86"
"Giri","Collette","8/5/86"
"Elgin","Malabarba","7/22/86"
"Rosine","Schmiedel","7/26/86"
"Ramalingam","Vilarrasa","1/16/86"
"Uwe","Biran","12/10/86"
"Tran","Rusterholz","4/11/86"
"Menkae","Rosca","8/31/86"
"Shai","Azevdeo","3/1/86"
"Moss","Desikan","5/16/86"
"Ziyad","Birge","1/5/86"
"Subhankar","Zolotykh","2/5/86"
"Yongmao","Conti","6/15/86"
"JoAnna","Malabarba","12/12/86"
"Vishv","Duclos","4/29/86"
"Seongbin","Zeleznik","8/18/86"
"Gunilla","Pileggi","3/7/86"
"Geoff","Schach","6/16/86"
"Shahar","Magalhaes","11/23/86"
"Remzi","Mitzlaff","4/6/86"
"Takanari","Stentiford","1/3/86"
"Sumant","Luff","3/14/86"
"Heeju","Peir","7/17/86"
"Pintsang","Gilg","6/21/86"
"Shigenori","Guerreiro","12/20/86"
"Parto","Ohori","9/18/86"
"Zhaofang","Tagansky","7/24/86"
"Subhada","Junot","3/16/86"
"Kristine","Schaaf","7/24/86"
"JoAnne","Ibel","12/24/86"
"Kyoichi","Wielonsky","5/14/86"
"Katsuyuki","Cmelik","9/9/86"
"Sajjad","Schiettecatte","5/19/86"
"Vasilii","Ghazalie","8/29/86"
"Atreyi","Klassen","6/27/86"
"Gaetan","Gopalakrishnan","7/10/86"
"Tomofumi","Schmittgen","2/23/86"
"Ravishankar","Savasere","9/4/86"
"IEEE","Vilarrasa","9/20/86"
"Menkae","Norsworthy","7/31/86"
"Pragnesh","Baig","8/7/86"
"Gaetan","Etalle","4/9/86"
"Trygve","Rodham","9/8/86"
"Eckart","Brattka","6/6/86"
"Masako","Vesna","7/16/86"
"Irene","Brookner","9/18/86"
"Srinidhi","DiGiano","12/4/86"
"Oddvar","Parveen","1/30/86"
"Adit","Randi","7/21/86"
"Shaowei","Matzke","4/14/86"
"Fen","Nitto","9/26/86"
"Kayoko","Pews","12/10/86"
"Alassane","Budinsky","3/15/86"
"Narain","Rissanen","11/22/86"
"Niclas","Mungall","11/1/86"
"Atreyi","Simmen","2/12/86"
"Sailaja","Vesna","9/3/86"
"Heon","Rodite","8/8/86"
"Sanjai","Munke","7/30/86"
"Guttorm","Morrey","7/28/86"
"Barna","Cusworth","3/23/86"
"Mona","Zirintsis","5/6/86"
"Jacqueline","Bernatsky","5/22/86"
"Weiyi","Sewelson","9/15/86"
"Arto","Dengi","1/11/86"
"Kauko","Francisci","8/15/86"
"Gila","Clouatre","9/6/86"
"Goetz","Peral","5/18/86"
"Jamaludin","Varman","4/9/86"
"Nadjib","Angelopoulos","8/15/86"
"Alair","Murrill","5/17/86"
"Almudena","Bhattacharjee","10/1/86"
"Bangqing","Botman","4/24/86"
"Elliott","Peres","9/1/86"
"Bikash","Juneja","12/2/86"
"Michaela","Tsukuda","5/7/86"
"Make","Tomescu","10/14/86"
"Vishu","Genther","9/7/86"
"Shuho","Picaronny","5/17/86"
"Herb","Flexer","12/27/86"
"Moie","Siksek","6/23/86"
"Xuejia","Welham","12/26/86"
"Christophe","Rodiger","7/22/86"
"Tsz","Zongker","2/10/86"
"Rajmohan","Rebaine","1/28/86"
"Munenori","Nivat","4/9/86"
"Terresa","Hebert","5/28/86"
"Baocai","Lamma","2/18/86"
"Tetsurou","Sifakis","10/29/86"
"Kellyn","Bratten","12/29/86"
"Rosli","Tibblin","1/4/86"
"Marsha","Tagansky","12/19/86"
"Nalini","Rosin","6/7/86"
"Zorica","Maginnis","2/3/86"
"Alper","Vasanthakumar","11/12/86"
"Rafael","Poehlman","4/11/86"
"Suzette","Veevers","11/29/86"
"Fumiko","Luft","9/18/86"
"Aran","Demeyer","4/26/86"
"Fumitake","Bierman","7/24/86"
"Zejun","Schueller","5/20/86"
"Dmitry","Rosin","10/16/86"
"Mariangiola","Tischendorf","4/20/86"
"Taegyun","Zschoche","2/4/86"
"Weicheng","Maccarone","11/26/86"
"Somnath","Motley","6/25/86"
"Wonhee","Uhrig","8/8/86"
"Haldun","Syang","1/27/86"
"Divine","Birdsall","12/17/86"
"Abdulla","Lipner","11/22/86"
"Chaoyi","Servieres","9/22/86"
"Kyoichi","Boreale","1/21/86"
"Sugwoo","Tetzlaff","5/28/86"
"Theirry","Luan","10/27/86"
"Bernt","Menyhert","1/6/86"
"Tremaine","Kandlur","12/15/86"
"Bangqing","Talmon","1/12/86"
"Babette","Molberg","4/17/86"
"Lena","Krichel","6/16/86"
"Irene","Rassart","7/25/86"
"Sarita","Stenning","9/2/86"
"Mansur","Marzano","2/22/86"
"Phuoc","Lanphier","11/8/86"
"Haldun","Zlotek","8/14/86"
"Jinxi","Vickson","9/29/86"
"Percy","Gerlach","7/7/86"
"Kristen","Walstra","9/3/86"
"Hyuckchul","Zucker","8/20/86"
"Zine","Schwaller","5/7/86"
"Kazunori","Heiserman","8/9/86"
"Stella","Lichtman","9/29/86"
"Rasikan","Plotkin","2/27/86"
"Billur","Hockney","12/5/86"
"Tran","Koyama","9/1/86"
"Alain","Gist","6/16/86"
"JoAnna","Grospietsch","5/13/86"
"Feixiong","Naumovich","12/17/86"
"Sanjay","Servieres","1/1/86"
"Marie","Kushner","7/7/86"
"Naraig","Zschoche","4/10/86"
"Mantis","Glowinski","10/9/86"
"Chikara","Morrow","10/21/86"
"Yucel","Babb","2/10/86"
"JiYoung","Boissier","4/14/86"
"Eishiro","Garigliano","8/17/86"
"Jinya","Otillio","11/15/86"
"Wojceich","Yoshizawa","5/4/86"
"Xianlong","Halevi","9/24/86"
"Huiqun","Bharadwaj","7/28/86"
"Serap","Vanwelkenhuysen","8/26/86"
"Jayesh","Schrift","4/5/86"
"Nitsan","Cusworth","5/25/86"
"Aluzio","Tzvieli","7/27/86"
"Vishu","Kroha","12/31/86"
"Shugo","Tyugu","4/21/86"
"Arif","Randi","7/11/86"
"Francesca","Shigei","5/4/86"
"Yongqiao","Atchley","6/23/86"
"Stamatina","Varker","6/14/86"
"Mahendra","Champarnaud","2/2/86"
"Vishwani","Petersohn","4/26/86"
"Remzi","Harllee","8/6/86"
"Isamu","Perly","8/22/86"
"Berto","Rabejac","8/7/86"
"Shin","Rodier","6/6/86"
"Stabislas","Luga","5/28/86"
"Pintsang","Heping","8/25/86"
"Uriel","Heystek","3/12/86"
"Snehasis","Wiegley","11/6/86"
"Toshimitsu","Ozeri","8/9/86"
"Feiyu","Oxenboll","12/28/86"
"Serap","Zultner","7/28/86"
"Shin","Larfeldt","12/22/86"
"Yunming","Lienhardt","12/13/86"
"Suzette","Hinsberger","8/7/86"
"Franziska","Iivonen","2/1/86"
"Jordanka","Rajala","9/28/86"
"Lenore","Hanratty","6/8/86"
"Macha","Bala","8/24/86"
"Collette","Irland","4/12/86"
"Douadi","Baez","6/19/86"
"Tomokazu","Furudate","1/6/86"
"Perla","Khalid","10/13/86"
"Phuoc","Gruenwald","1/5/86"
"Angel","Perry","5/26/86"
"Amstein","Nilsson","8/6/86"
"Khosrow","Alpin","10/28/86"
"Jacqueline","Thummel","5/20/86"
"Khalil","Rubsam","1/31/86"
"Adamantios","Driscoll","6/15/86"
"Lubomir","Bridgland","1/15/86"
"Yakkov","Pehl","8/17/86"
"Aron","Cesareni","12/4/86"
"Wilmer","Molenkamp","1/26/86"
"Arunachalam","Thebaut","7/27/86"
"Adib","Stassinopoulos","9/13/86"
"Kayoko","Eppinger","4/12/86"
"Berhard","Daescu","1/8/86"
"Zita","Shobatake","1/1/86"
"Kaijung","Walstra","4/4/86"
"Aimee","Hiyoshi","6/24/86"
"Sampalli","Meszaros","7/14/86"
"Kazuhiko","Zhang","10/13/86"
"Gudjon","Ertl","9/1/86"
"Bikash","Rosti","4/30/86"
"Divine","Conta","10/9/86"
"Inderjeet","Pargas","3/25/86"
"Inderjeet","Eiter","2/5/86"
"Iara","Breugel","6/2/86"
"Keung","Otillio","9/17/86"
"Ravishankar","Condotta","2/22/86"
"Tsz","Zaumen","7/20/86"
"Xinglin","Munro","6/30/86"
"Abdulah","Giaccio","9/26/86"
"Jayesh","Hedayat","4/8/86"
"Aris","Templeman","7/21/86"
"Udi","Delaune","3/4/86"
"Valeri","Aamodt","7/28/86"
"Bluma","Zyda","9/25/86"
"Srinidhi","Pero","12/31/86"
"Adil","Ghemri","2/8/86"
"Subhash","Murtafg","8/10/86"
"Sachio","Pocchiola","3/2/86"
"Lunjin","Demeyer","6/5/86"
"Mart","Sabnani","9/23/86"
"Zsolt","Berendt","2/26/86"
"Rafail","Gniady","7/3/86"
"Georgy","Hammerschmidt","1/20/86"
"Bernd","Vidya","4/26/86"
"Arve","Benaini","4/7/86"
"Barry","Geffroy","1/23/86"
"Aksel","Munawer","5/7/86"
"Mario","Gyimothy","8/13/86"
"Sariel","Kuhnemann","6/27/86"
"Pintsang","Preusig","3/12/86"
"TRUE","Akaboshi","12/23/86"
"Maha","Osgood","5/18/86"
"Xiaoshan","Rahier","2/2/86"
"Shuky","Senzako","9/29/86"
"Chrisa","Cools","8/21/86"
"Mack","Georg","6/23/86"
"Padma","Kalloufi","9/23/86"
"Basant","Falby","8/30/86"
"Vasilii","Khasidashvili","7/19/86"
"Eldridge","Eldridge","6/24/86"
"Kazuhisa","Demke","7/9/86"
"Oscal","Farrag","8/4/86"
"Satyanarayana","Rosar","5/7/86"
"Iara","Skrikant","4/29/86"
"Navin","Chenoweth","6/9/86"
"Martial","Wolniewicz","6/10/86"
"Tetsurou","Chandrasekhar","7/25/86"
"Mokhtar","Chinin","3/14/86"
"Rosalyn","Benzmuller","3/14/86"
"Radhakrishnan","Himler","9/15/86"
"Takahiro","Demos","1/30/86"
"Junichi","Schwaller","10/17/86"
"Sibyl","Ruemmler","12/1/86"
"Tetsushi","Kamber","1/16/86"
"Suvo","Puppo","2/10/86"
"Zongyan","Veldwijk","10/16/86"
"Martien","Lyonns","4/24/86"
"Parviz","Restivo","3/20/86"
"Nahla","Rosaz","1/4/86"
"Teunis","Vuskovic","4/10/86"
"Golgen","Baezner","4/25/86"
"Fumitake","Gien","9/20/86"
"Lokesh","Molenaar","7/21/86"
"Maia","Krider","12/21/86"
"Kinh","Servi","12/25/86"
"Isamu","Cooke","5/6/86"
"Ziyad","Heping","1/18/86"
"Susuma","Beznosov","11/10/86"
"Pascal","Bade","2/18/86"
"Reinhard","Perri","4/17/86"
"Paloma","Gecsel","9/26/86"
"Sumant","Takanami","12/30/86"
"Wayne","Przulj","11/19/86"
"Taiji","Rajala","1/3/86"
"Tesuya","Barriga","7/19/86"
"Zissis","Shihab","10/19/86"
"Mototsugu","Scharstein","6/26/86"
"Noritoshi","Pero","2/4/86"
"Halsur","Krychniak","8/2/86"
"Aria","Emmart","6/3/86"
"Van","Luders","8/13/86"
"Paraskevi","Ramsey","5/21/86"
"Caolyn","Gewali","7/9/86"
"Guoxiang","Hennings","7/2/86"
"Emdad","Himler","10/29/86"
"Jinxi","Rosar","11/12/86"
"Jaber","Couchot","2/19/86"
"Nahid","Dymetman","11/7/86"
"Luise","Wixon","12/22/86"
"Uno","Hinsberger","1/16/86"
"Maren","Lichtner","3/5/86"
"Jaideep","Schlegelmilch","3/4/86"
"Dzung","Manders","11/10/86"
"Huican","Rissland","7/13/86"
"Chuanyi","Smailagic","8/4/86"
"Arco","Gustavson","6/28/86"
"Martien","Msuda","3/2/86"
"Udaiprakash","Cardazo","12/26/86"
"Susumu","Maraist","4/1/86"
"Marsha","Redmiles","12/14/86"
"Fumiyo","Rajaraman","9/11/86"
"Mori","Hoogerwoord","1/18/86"
"Takahiro","Bernatsky","3/5/86"
"Sushant","Clouatre","7/11/86"
"Sreekrishna","Hofting","1/26/86"
"Geraldo","Bonifati","8/15/86"
"Yuriy","Yetim","7/23/86"
"Kristinn","Aloisi","5/29/86"
"Shigeaki","Roison","7/10/86"
"Mototsugu","Gini","6/4/86"
"Xiahua","Clemencon","6/12/86"
"Sedat","Poupard","10/24/86"
"Jeane","Birsak","4/19/86"
"Marlo","Zaiane","2/6/86"
"Tonny","Munch","1/19/86"
"Youssef","Linnainmaa","3/30/86"
"Srinidhi","Ramsak","2/5/86"
"Heng","Gaughan","1/19/86"
"Przemyslawa","Billawala","5/25/86"
"Berry","Moffat","12/17/86"
"Berto","Flowers","1/28/86"
"Luerbio","Cromarty","9/2/86"
"Surveyors","Gubsky","5/29/86"
"Lucian","Cooley","2/11/86"
"Adam","Copas","3/3/86"
"Tayeb","Gyorkos","8/11/86"
"Ymte","Angot","6/18/86"
"Remko","Wielonsky","4/26/86"
"Seongbae","Axelband","4/26/86"
"Along","Schiper","4/2/86"
"Abdelghani","Hopewell","9/27/86"
"Hironobu","Michaels","2/18/86"
"Niclas","Schmiedel","3/13/86"
"Zito","Pramanik","2/27/86"
"Behnaam","Chandrasekhar","5/19/86"
"Susanne","Hennings","3/4/86"
"Tadahiro","Kalorkoti","5/10/86"
"Aloys","Senzako","2/3/86"
"Subbu","Bail","12/22/86"
"Shan","Ozeki","4/24/86"
"Constantine","Gien","7/25/86"
"Sasan","Neimat","11/30/86"
"Dung","Marrevee","5/10/86"
"Spyrose","Nations","1/5/86"
"Chenxi","Shiratori","5/27/86"
"Claudi","Schaap","5/17/86"
"Valeri","Khamsi","9/14/86"
"Nevin","Leppanen","6/13/86"
"Eldridge","Baba","12/6/86"
"Tomoyuki","Baik","10/15/86"
"Kshitij","Litecky","3/23/86"
"Aral","Parhami","6/22/86"
"Changho","Pettey","9/7/86"
"Apostol","Kropf","2/16/86"
"Candido","Kroll","12/17/86"
"Sarita","Koprowski","3/20/86"
"Lidong","Ebeling","9/9/86"
"Sham","Litzkow","8/11/86"
"Guenter","Suermann","7/30/86"
"Adamantios","Hatcliff","7/3/86"
"Jacopo","Buescher","2/6/86"
"Nikolaus","Schaft","1/10/86"
"Shahid","Klerer","11/8/86"
"Jixiang","Geffroy","8/28/86"
"Reuven","Escriba","2/17/86"
"Evgueni","Maccarone","12/12/86"
"Alagu","Birsak","10/27/86"
"Torsten","Lodder","6/5/86"
"Nevin","Matzel","4/9/86"
"Jackson","Chinal","3/17/86"
"Oscal","Cools","8/12/86"
"Shigeichiro","Stamatiou","8/14/86"
"Sandeepan","Waschkowski","10/22/86"
"Licheng","Shimshoni","10/1/86"
"Mamdouh","Wendorf","3/28/86"
"Sadun","Madeira","9/22/86"
"Kazuhito","Luby","11/29/86"
"Arif","Lamba","4/22/86"
"Mountaz","Sidou","8/13/86"
"Parviz","Baaleh","11/14/86"
"Berna","Kalsbeek","6/9/86"
"Oscal","Mahmud","4/1/86"
"Alexius","Kampfer","7/3/86"
"Zhonghui","Bugaenko","4/2/86"
"Waiman","Ventosa","2/1/86"
"Dekang","Engberts","4/24/86"
"Jaana","Vingron","11/9/86"
"Parto","Oppitz","8/24/86"
"Tze","Kuszyk","8/13/86"
"Abdelaziz","Vitiello","11/28/86"
"Minghong","Kalloufi","6/26/86"
"Odysseas","Baak","10/4/86"
"Wojceich","Kawashima","3/27/86"
"Mads","Picco","1/7/86"
"Richara","Koshino","4/30/86"
"Yolla","Reeken","5/24/86"
"Anneke","Mapelli","9/25/86"
"Heping","Hempstead","6/2/86"
"Roddy","Puppo","12/18/86"
"Gad","Koshiba","7/25/86"
"Rimli","Bade","10/31/86"
"Masanao","Peha","12/6/86"
"Yurij","Ramalingam","7/16/86"
"Vitali","Azevdeo","1/30/86"
"Richard","Luft","7/23/86"
"Jiakeng","Terekhov","3/11/86"
"Bedir","Reeken","2/12/86"
"Zijian","Cooley","3/29/86"
"Zhenbing","Brodie","6/18/86"
"Lidong","Mattern","2/26/86"
"Sumant","Hainaut","4/8/86"
"Odoardo","Fujisaki","8/30/86"
"Lihong","Monarch","3/10/86"
"Syozo","Conry","7/9/86"
"Georgy","Tyugu","1/24/86"
"Percy","Iivonen","6/5/86"
"Byong","Hanratty","5/12/86"
"Lunjin","Kirkerud","4/10/86"
"Alselm","Veeraraghavan","5/11/86"
"Rosine","Munck","3/21/86"
"Shahaf","Kitai","12/26/86"
"Kwee","Khamsi","12/29/86"
"JiYoung","Skafidas","7/19/86"
"Quingbo","Oppitz","10/16/86"
"Somnath","Schneeberger","2/4/86"
"Chanjung","Thummel","12/5/86"
"Xumin","Zirintsis","6/26/86"
"Chikako","Weiland","1/20/86"
"Remzi","Heuser","11/20/86"
"Jianhua","Gecsei","3/5/86"
"Mohua","Neiman","1/11/86"
"Nigel","Emiris","3/21/86"
"Subir","McFarlin","6/19/86"
"Tianruo","Cangellaris","4/12/86"
"Selwyn","Kranzdorf","6/18/86"
"Steen","Asser","12/2/86"
"Tzvetan","Katiyar","12/27/86"
"Palash","Krzyzanowski","12/15/86"
"Navid","Woycyznski","1/9/86"
"Takushi","Polajnar","4/6/86"
"Boutros","Atchley","8/8/86"
"Neelam","Calkin","1/4/86"
"Sanjai","Czap","11/16/86"
"Denis","Maginnis","6/8/86"
"Zvonko","Cmelik","11/13/86"
"Douadi","Birch","12/23/86"
"Uno","Ishibashi","2/15/86"
"Kerryn","Wrigley","12/16/86"
"Harjit","Axelband","5/9/86"
"Yechezkel","Remmele","5/2/86"
"Christoper","Schoegge","10/23/86"
"Jiong","Rindone","10/24/86"
"Nevio","Pappas","9/20/86"
"Tru","Casperson","1/24/86"
"Krister","Murtha","7/14/86"
"Tesuro","Spell","7/30/86"
"Toshiko","Honiden","8/8/86"
"Mary","Callaway","9/8/86"
"Morris","Gopalakrishnan","5/9/86"
"Gian","Ranai","7/12/86"
"Shunichi","Glinert","9/20/86"
"Paraskevi","Motley","10/6/86"
"Lokesh","Nastansky","2/11/86"
"Jaideep","Boissier","1/15/86"
"Gil","Lanphier","10/16/86"
"Saeed","Bierbaum","12/22/86"
"Aluzio","Leonhardt","10/25/86"
"Tze","Zielinski","11/14/86"
"Shugo","Braunmuhl","3/16/86"
"Pradeep","Moffat","9/20/86"
"Aran","Vitiello","4/26/86"
"Rimli","Steenbeek","9/2/86"
"Leucio","Calkin","9/11/86"
"Yuqun","Hardjono","8/31/86"
"Tonia","Cronin","3/3/86"
"Karlis","Openshaw","11/4/86"
"Randi","Mattern","5/8/86"
"Jasminko","Marciano","5/11/86"
"Ugo","Emiris","6/8/86"
"Chaosheng","Stanger","9/17/86"
"Oldrich","McConalogue","9/24/86"
"Patricia","Sadowski","6/11/86"
"Boriana","Antonisse","5/16/86"
"Eirik","Minakawa","12/21/86"
"Mokhtar","Zultner","1/30/86"
"Remko","Farris","2/3/86"
"Satoru","Larfeldt","3/10/86"
"Lein","Roisin","5/8/86"
"Marjo","Kranzdorf","10/31/86"
"Badri","Benantar","9/30/86"
"Xiaopeng","Guting","1/19/86"
"Chinya","Conti","9/14/86"
"Lubomir","Iwayama","9/18/86"
"Shirish","Tibblin","3/15/86"
"Dekang","Radivojevic","7/25/86"
"Genevieve","Lichtner","7/23/86"
"Moty","Kawashima","1/29/86"
"Sergi","Grospietsch","7/16/86"
"Bouchung","Belinskaya","7/8/86"
"Pintsang","Couchot","1/31/86"
"Kristine","Murillo","6/6/86"
"Werner","Siksek","6/24/86"
"Rosine","Dulin","8/2/86"
"Mitchel","Mandell","9/16/86"
"Denny","Sankaranarayanan","5/18/86"
"Cristinel","Ghelli","1/5/86"
"Freyja","Llado","3/26/86"
"Aruna","Sadowski","12/3/86"
"Marco","Fargier","6/28/86"
"Deniz","Noriega","10/12/86"
"Junsik","Oaver","5/27/86"
"Mircea","Mitzlaff","11/21/86"
"Sanjoy","Glinert","12/11/86"
"Tesuya","Guting","6/20/86"
"Arch","Yemenis","10/8/86"
"Mads","Kropf","3/29/86"
"Sivanarayana","Michaeli","5/30/86"
"Hyuckchul","Nitto","1/3/86"
"Ult","Marrakchi","3/24/86"
"Paris","Dichev","3/12/86"
"Mayuri","Ratnakar","3/3/86"
"Jackson","Leivant","12/30/86"
"Ramya","Facello","2/23/86"
"Dmitry","Rissland","4/13/86"
"Malu","Murtagh","9/27/86"
"Conor","Birrer","6/5/86"
"Satoru","Michaels","10/24/86"
"Huai","Blokdijk","3/20/86"
"Barry","Redmiles","4/25/86"
"Fai","Lowrie","11/27/86"
"Maik","Binkley","6/26/86"
"Emdad","Gammage","2/7/86"
"Magdalena","Dayana","3/8/86"
"Patricio","Selvestrel","12/27/86"
"Shuji","Brodal","7/1/86"
"Danae","Yetim","10/29/86"
"Hidefumi","Stellhorn","7/12/86"
"Oscar","Lung","11/5/86"
"Hugh","Leijenhorst","7/18/86"
"Tadahiro","Luan","12/2/86"
"Ulf","Poupard","5/21/86"
"Alejandro","Shackell","5/10/86"
"Jiafu","Clouatre","3/31/86"
"Subhankar","Schapire","12/24/86"
"Sumali","Maliniak","8/26/86"
"Youpyo","Yemenis","12/23/86"
"Venkatesan","Gonthier","3/27/86"
"Sakthirel","Camurati","12/8/86"
"Rosalie","Besancenot","12/30/86"
"Arunas","Asmuth","9/28/86"
"Jaideep","Shumilov","12/19/86"
"Giap","Siprelle","6/25/86"
"Goh","Cmelik","6/4/86"
"Nitsan","Snedden","4/17/86"
"Ashish","Wossner","4/23/86"
"Petter","Middleton","10/29/86"
"Barton","Puoti","12/31/86"
"Dietrich","Wiegley","1/19/86"
"Apostol","Lieberherr","1/25/86"
"Rosalie","Nannarelli","1/21/86"
"Yuriy","Litecky","6/12/86"
"Shay","Ushiama","11/15/86"
"Bernt","Uhrik","2/9/86"
"Chikara","Flowers","12/31/86"
"Domenick","Suermann","9/26/86"
"Petter","Herber","3/23/86"
"Lalit","Wolniewicz","6/7/86"
"Hideyuki","Braunmuhl","3/12/86"
"Insup","Dusink","10/19/86"
"Chuanyi","Panienski","9/24/86"
"Hyuncheol","Bahi","9/18/86"
"Val","Pargaonkar","2/6/86"
"Shuky","Mayerwieser","5/16/86"
"Dinah","Tramer","3/10/86"
"Hisao","Nastansky","5/26/86"
"Uma","Klerer","5/4/86"
"Danai","DuCasse","5/11/86"
"Mircea","Ishibashi","3/9/86"
"Shigeaki","Erman","2/21/86"
"Bouchung","Skrikant","9/17/86"
"Vishwani","Munawer","12/27/86"
"Honesty","Raoux","7/8/86"
"Malu","Arlazarov","10/28/86"
"Danae","Thambidurai","4/13/86"
"Uzi","Trystram","10/18/86"
"Along","Stafford","8/13/86"
"Randi","Benzaken","3/30/86"
"Lansing","Przulj","2/23/86"
"Marlo","Verhaegen","2/27/86"
"Noritoshi","Shanbhogue","9/30/86"
"Weiye","Hofman","10/20/86"
"Erzsebet","Heinisuo","8/8/86"
"Shigehiro","Thebaut","12/11/86"
"Falguni","Jansen","11/12/86"
"Arne","Narlikar","5/23/86"
"Vishu","Kumaresan","5/3/86"
"Utz","Rosch","3/18/86"
"Fumiya","Basart","6/8/86"
"Francesca","Ghalwash","7/4/86"
"Owen","Escriba","3/30/86"
"Mack","Marchesini","9/19/86"
"Tse","Bolsens","7/31/86"
"Moriyoshi","Pouyioutas","4/16/86"
"Duri","Kalloufi","2/3/86"
"Yongqiao","Marsiglia","1/30/86"
"Godehard","Suwa","11/12/86"
"Sailaja","Luon","1/5/86"
"Tonny","Collette","10/29/86"
"Elliott","Kading","3/16/86"
"Shem","Grospietsch","6/1/86"
"Oscar","Picaronny","5/2/86"
"Fumiyo","Birch","6/2/86"
"Mohua","Ohori","1/15/86"
"Masaki","Eldridge","8/26/86"
"Zongyan","Yemenis","1/26/86"
"Adamantios","Billawala","7/12/86"
"Ymte","Kolvik","12/8/86"
"Mang","Strandh","12/18/86"
"Geoff","Kuszyk","5/9/86"
"Mari","Farrag","5/27/86"
"Francesca","Businaro","3/28/86"
"Parke","Albarhamtoshy","12/25/86"
